2010  1  1    6    4    2    3    4    3    2   16   13
2010  1  2    7    4    2    2    3    2   17   14  999
2010  1  3    6    4    2    2    2    4   11   15  999
2010  1  4    6    3    2    2    2    4   11   14  999
2010  1  5   18    6    2    2    2    4   11   14  999
2010  1  6   15    4    2    2    2    3   13   14  999
2010  1  7   15    8    3    4    2    3    2   14  999
2010  1  8   15    6    3    3    2    2   17   15  999
2010  1  9   10    5    2    2    4    4   11   16  999
2010  1 10    7    4    2    2    2    4   13   15  999
2010  1 11   27   15    2    2    6    3    2   15  999
2010  1 12   15    8    2    2    4    3    5   15  999
2010  1 13   12    6    3    3    4    6   13   14  999
2010  1 14   15   12    2    2    4    5    1   15  999    
2010  1 15    8    5    1    2    4    3    4   16  999
2010  1 16   12    8    1    2    3    3    5   15  999
2010  1 17   18   15    1    2    3    3    5   15  999
2010  1 18   15   10    1    2    3    3    3   15  999
2010  1 19   10    8    1    2    3    4    3   16  999
2010  1 20    7    3    2    3    4    6    4   16  999
2010  1 21    6    3    2    3    4    4    5   16  999
2010  1 22    7    2    1    2    3    3    7   16  999
2010  1 23    5    2    1    2    3    3    9    1  999
2010  1 24   10    6    2    3    3    3    9   16  999
2010  1 25    5    2    2    3    3    2   17    1    8
2010  1 26    4    2    3    3    3    4    9   15    9
2010  1 27   18    8    3    3    3    4    1   14   13
2010  1 28   15    8    3    3    4    4    4   15   13
2010  1 29    8    5    3    3    4    2   17   16   13
2010  1 30    4    2    2    2    2    3    1   16  999
2010  1 31   15    8    2    2    3    4    3   15  999
2010  2  1    7    4    2    2    3    2   17   15  999
2010  2  2    5    3    2    2    2    4   11   15  999
2010  2  3   12    7    2    2    3    6    1   15  999
2010  2  4   10    6    2    2    3    5    3   15  999
2010  2  5   10    4    2    2    2    3    5   14  999
2010  2  6   12    6    2    2    3    2   17   14  999
2010  2  7    6    3    2    2    2    3    3   14  999
2010  2  8    4    2    2    2    2    4    4   15  999
2010  2  9    3    1    1    2    2    4    5   14  999
2010  2 10   15    6    2    3    2    3    3   14    9
2010  2 11   15    8    5    5    2    5    3   14   10
2010  2 12   10    5    5    5    3    4    3   14   10
2010  2 13   10    8    3    4    3    4    3   15   10
2010  2 14   12    8    2    3    3    4    4   15    9
2010  2 15    7    4    2    3    2    4    5   15    9
2010  2 16    5    3    2    3    2    6   16   15   10
2010  2 17   10    6    1    2    6    6    1   16  999
2010  2 18   10    6    1    2    6    4    3   16  999
